,Current Sat Longitude,Sat Name,NORAD Number,Launch date,TLE Source,Site,Org,Op,Current Lat,Lat drift 10 minutes,Lon drift 10 minutes,Longitude at Epoch,Lon Driftrate [deg pr.day],Inclination,E/W Lon Osc (Incl),E/W Lon Osc (Ecc),Apogee[km],Perigee[km],Altitude [km],ID
102,110.0437°E,JCSAT-110A (JCSAT-15),41903,2016-12-21 00:00:00,CEL,FRGUI,JPN,+,   0.0177°N,0.002°N,0.000°E,110.0534°E,0.014°W,   0.022°,0.0000°,0.0053°,35791,35787,35786,2016-082A  
480,110.0823°W,DIRECTV 5 (TEMPO 1),27426,2002-05-07 00:00:00,CEL,TYMSC,US,+,   0.6533°N,0.036°N,0.001°E,110.1316°W,0.001°E,   1.082°,0.0051°,0.0351°,35801,35775,35780,2002-023A  
481,110.2013°W,ECHOSTAR 10,28935,2006-02-15 00:00:00,CEL,SEAL ,US,+,  -0.0085°S,0.001°S,0.000°E,110.2224°W,0.000°W,   0.021°,0.0000°,0.0138°,35793,35783,35782,2006-003A  
101,110.3720°E,BEIDOU-2 G7,41586,2016-06-12 00:00:00,CEL,XICLF,PRC,+,  -1.8954°S,0.019°N,0.002°E,110.5700°E,0.017°W,   1.941°,0.0165°,0.0998°,35826,35752,35784,2016-037A  
100,110.5108°E,CHINASAT 10 (ZX 10),37677,2011-06-20 00:00:00,CEL,XICLF,PRC,+,   0.0568°N,0.000°N,0.001°W,110.5517°E,0.006°W,   0.050°,0.0000°,0.0307°,35799,35777,35797,2011-026A  
99,110.5791°E,CHINASAT 16 (SJ-13),42662,2017-04-12 00:00:00,CEL,XICLF,PRC,+,  -0.0752°S,0.000°N,0.001°W,110.5402°E,0.000°W,   0.093°,0.0000°,0.0453°,35804,35771,35794,2017-018A  
98,110.5976°E,BEIDOU-3 G3,45807,2020-06-23 00:00:00,CEL,XICLF,PRC,+,   1.1130°N,0.043°N,0.001°E,110.4695°E,0.010°W,   1.482°,0.0096°,0.0679°,35813,35763,35781,2020-040A  
482,110.9780°W,TERRESTAR-1,35496,2009-07-01 00:00:00,CEL,FRGUI,US,+,   3.1817°N,0.006°S,0.005°E,111.0613°W,0.003°E,   3.174°,0.0440°,0.0331°,35800,35775,35780,2009-035A  
97,110.9824°E,IRNSS-1D,40547,2015-03-28 00:00:00,CEL,SRILR,IND,+,  28.5736°N,0.061°N,0.347°E,114.9341°E,0.113°E,  28.607°,3.5737°,0.2634°,35885,35691,35797,2015-018A  
483,111.1247°W,ANIK F2,28378,2004-07-18 00:00:00,CEL,FRGUI,CA,+,   0.0365°N,0.002°N,0.000°E,111.0709°W,0.012°W,   0.071°,0.0000°,0.0197°,35796,35781,35786,2004-027A  
484,111.1705°W,WILDBLUE-1,29643,2006-12-08 00:00:00,CEL,FRGUI,US,+,   0.0141°N,0.001°N,0.000°E,111.1983°W,0.002°E,   0.047°,0.0000°,0.0148°,35793,35782,35784,2006-054A  
96,111.5821°E,IRNSS-1E,41241,2016-01-20 00:00:00,CEL,SRILR,IND,+, -29.9163°S,0.037°S,0.386°E,115.4105°E,0.133°E,  29.941°,3.9146°,0.2066°,35864,35712,35785,2016-003A  
485,111.6175°W,STPSAT-6,49817,2021-12-07 00:00:00,CEL,AFETR,US,+,   0.0007°N,0.000°N,0.000°E,111.6217°W,0.001°W,   0.015°,0.0000°,0.0039°,35789,35786,35786,2021-118A  
95,111.8965°E,FENGYUN 2F,38049,2012-01-13 00:00:00,CEL,XICLF,PRC,+,  -3.7374°S,0.011°N,0.005°E,111.9539°E,0.035°W,   3.749°,0.0614°,0.0403°,35805,35776,35793,2012-002A  
486,112.2699°W,USA 134,25019,1997-10-25 00:00:00,CEL,AFETR,US,+,  10.9801°N,0.063°S,0.046°E,112.9107°W,0.018°E,  11.032°,0.5315°,0.0645°,35811,35764,35781,1997-065A  
94,112.7555°E,BEIDOU IGSO-7,43539,2018-07-09 00:00:00,CEL,XICLF,PRC,+,   4.2946°N,2.065°S,1.056°W, 96.2407°E,0.436°W,  55.073°,13.2446°,0.5631°,35996,35582,35662,2018-057A  
487,112.9634°W,EUTELSAT 113 WEST A,29162,2006-05-27 00:00:00,CEL,FRGUI,EUTE,+,   0.0014°N,0.000°N,0.001°E,113.0233°W,0.004°E,   0.011°,0.0000°,0.0348°,35800,35775,35778,2006-020A  
488,113.0343°W,MORELOS 3,40946,2015-10-02 00:00:00,CEL,AFETR,MEX,+,   1.7412°N,0.148°S,0.003°W,113.1420°W,0.001°E,   3.748°,0.0613°,0.0096°,35791,35784,35782,2015-056A  
93,113.0461°E,KOREASAT 5 (MUGUNGWHA 5),29349,2006-08-22 00:00:00,CEL,SEAL ,SKOR,+,   0.0105°N,0.001°N,0.000°E,113.0720°E,0.010°W,   0.013°,0.0000°,0.0111°,35792,35784,35786,2006-034A  
92,113.1369°E,KOREASAT 5A,42984,2017-10-30 00:00:00,CEL,AFETR,SKOR,+,   0.0131°N,0.002°N,0.001°E,113.1506°E,0.004°W,   0.017°,0.0000°,0.0177°,35794,35781,35782,2017-067A  
91,114.5431°E,ZHONGXING-20A,37234,2010-11-24 00:00:00,CEL,XICLF,PRC,+,  -2.5887°S,0.005°S,0.002°W,114.8588°E,0.566°W,   2.608°,0.0297°,0.0284°,35842,35821,35832,2010-064A  
489,114.7955°W,MEXSAT 3,39035,2012-12-19 00:00:00,CEL,FRGUI,MEX,+,   0.0273°N,0.000°S,0.001°E,114.8314°W,0.004°E,   0.035°,0.0000°,0.0207°,35795,35780,35781,2012-075B  
490,114.8802°W,EUTELSAT 115 WEST B,40425,2015-03-02 00:00:00,CEL,AFETR,EUTE,+,  -0.0028°S,0.001°N,0.000°W,114.8786°W,0.003°W,   0.007°,0.0000°,0.0020°,35789,35787,35787,2015-010B  
491,115.0949°W,VIASAT-1,37843,2011-10-19 00:00:00,CEL,TYMSC,US,+,   0.0148°N,0.002°S,0.001°E,115.0875°W,0.004°W,   0.021°,0.0000°,0.0247°,35797,35779,35781,2011-059A  
90,115.1727°E,BEIDOU-3 IGSO-2,44337,2019-06-24 00:00:00,CEL,XICLF,PRC,+,  -4.8350°S,2.059°S,1.049°W,101.9403°E,0.446°W,  55.115°,13.2647°,0.2672°,35889,35692,35695,2019-035A  
492,115.1942°W,XM-5,37185,2010-10-14 00:00:00,CEL,TYMSC,US,+,   0.0171°N,0.002°S,0.000°W,115.1950°W,0.000°W,   0.018°,0.0000°,0.0047°,35789,35786,35787,2010-053A  
89,115.2409°E,ECHOSTAR 7,27378,2002-02-21 00:00:00,CEL,AFETR,US,+,  -0.1814°S,0.000°S,0.010°W,115.9836°E,1.553°W,   0.199°,0.0002°,0.0672°,35934,35884,35899,2002-006A  
493,115.3379°W,SXM-7,47240,2020-12-13 00:00:00,CEL,AFETR,US,P,   0.0174°N,0.002°S,0.000°E,115.2917°W,0.003°W,   0.021°,0.0000°,0.0206°,35796,35780,35785,2020-096A  
88,115.4600°E,ZHONGXING-6B,31800,2007-07-05 00:00:00,CEL,XICLF,PRC,+,   0.0007°N,0.001°N,0.001°E,115.5280°E,0.007°W,   0.015°,0.0000°,0.0411°,35803,35773,35782,2007-031A  
87,115.8963°E,KOREASAT 7,42691,2017-05-04 00:00:00,CEL,FRGUI,SKOR,+,  -0.0374°S,0.001°N,0.000°E,115.9219°E,0.003°W,   0.056°,0.0000°,0.0140°,35793,35783,35783,2017-023A  
86,115.9869°E,KOREASAT 6,37265,2010-12-29 00:00:00,CEL,FRGUI,SKOR,+,  -0.0388°S,0.001°N,0.000°E,116.0140°E,0.000°W,   0.058°,0.0000°,0.0156°,35793,35782,35785,2010-070B  
494,116.1503°W,FM-6,39360,2013-10-25 00:00:00,CEL,TYMSC,US,+,   0.0035°N,0.002°S,0.000°W,116.1543°W,0.003°W,   0.029°,0.0000°,0.0072°,35791,35785,35789,2013-058A  
85,116.1953°E,KOREASAT 116,45920,2020-07-20 00:00:00,CEL,AFETR,SKOR,+,   0.0125°N,0.001°N,0.000°E,116.2118°E,0.005°W,   0.017°,0.0000°,0.0088°,35791,35785,35786,2020-048A  
495,116.7843°W,EUTELSAT 117 WEST A,39122,2013-03-26 00:00:00,CEL,TYMSC,EUTE,+,   0.0171°N,0.002°S,0.001°E,116.8382°W,0.001°E,   0.018°,0.0000°,0.0305°,35799,35776,35780,2013-012A  
496,117.0002°W,EUTELSAT 117 WEST B,41589,2016-06-15 00:00:00,CEL,AFETR,EUTE,+,  -0.0065°S,0.000°N,0.000°W,116.9960°W,0.007°W,   0.031°,0.0000°,0.0035°,35790,35787,35786,2016-038B  
84,117.5489°E,SHIJIAN-17 (SJ-17),41838,2016-11-03 00:00:00,CEL,WSC  ,PRC,+,  -1.9692°S,0.000°S,0.001°E,117.5593°E,0.001°W,   1.985°,0.0172°,0.0109°,35792,35784,35790,2016-065A  
83,117.7992°E,GAOFEN 13,46610,2020-10-11 00:00:00,CEL,XICLF,PRC,+,   0.5519°N,0.001°N,0.002°W,117.8476°E,0.012°W,   0.536°,0.0013°,0.0546°,35808,35768,35807,2020-071A  
82,117.9859°E,TELKOM 3S,41944,2017-02-14 00:00:00,CEL,FRGUI,INDO,+,   0.0246°N,0.001°N,0.000°E,118.0202°E,0.000°E,   0.017°,0.0000°,0.0221°,35796,35779,35783,2017-007A  
497,118.6933°W,ANIK F3,31102,2007-04-09 00:00:00,CEL,TYMSC,CA,+,   0.0156°N,0.001°S,0.001°E,118.7404°W,0.004°E,   0.018°,0.0000°,0.0246°,35796,35778,35782,2007-009A  
498,118.8756°W,ECHOSTAR 14,36499,2010-03-20 00:00:00,CEL,TYMSC,US,+,   0.0100°N,0.002°S,0.001°E,118.8735°W,0.002°E,   0.017°,0.0000°,0.0306°,35799,35776,35779,2010-010A  
499,119.0323°W,DIRECTV 8,28659,2005-05-22 00:00:00,CEL,TYMSC,US,+,   0.0207°N,0.001°S,0.001°E,119.0815°W,0.002°W,   0.018°,0.0000°,0.0311°,35799,35776,35779,2005-019A  
81,119.0794°E,BANGABANDHUSAT-1,43463,2018-05-11 00:00:00,CEL,AFETR,BGD,+,  -0.0232°S,0.000°S,0.000°E,119.0783°E,0.001°W,   0.045°,0.0000°,0.0227°,35796,35779,35784,2018-044A  
80,119.4585°E,THAICOM 4,28786,2005-08-11 00:00:00,CEL,FRGUI,THAI,+,   0.0207°N,0.002°N,0.000°E,119.5063°E,0.019°W,   0.018°,0.0000°,0.0208°,35797,35781,35784,2005-028A  
500,119.5221°W,USA 115 (MILSTAR-1 2),23712,1995-11-06 00:00:00,CEL,AFETR,US,+,  13.0110°N,0.176°S,0.060°E,120.7004°W,0.034°E,  13.519°,0.7981°,0.0199°,35794,35779,35779,1995-060A  
79,119.9033°E,ASIASAT 6,40141,2014-09-07 00:00:00,CEL,AFETR,AC,+,  -0.0479°S,0.000°S,0.000°E,119.9131°E,0.000°W,   0.069°,0.0000°,0.0062°,35790,35785,35785,2014-052A  
501,120.9785°W,GALAXY 23 (G-23),27854,2003-08-08 00:00:00,CEL,SEAL ,US,+,   0.0032°N,0.002°S,0.001°E,120.9733°W,0.001°W,   0.018°,0.0000°,0.0339°,35800,35775,35777,2003-034A  
502,121.4792°W,GOES 18,51850,2022-03-01 00:00:00,CEL,AFETR,US,+,   0.0058°N,0.001°N,0.016°W,120.3710°W,2.282°W,   0.053°,0.0000°,0.0202°,35974,35959,35963,2022-021A  
78,122.0503°E,ASIASAT 9,42942,2017-09-28 00:00:00,CEL,TYMSC,AC,+,  -0.0023°S,0.000°S,0.000°E,122.1035°E,0.011°W,   0.008°,0.0000°,0.0252°,35797,35779,35784,2017-057A  
503,122.9847°W,GALAXY 18 (G-18),32951,2008-05-21 00:00:00,CEL,SEAL ,US,+,   0.0126°N,0.001°S,0.001°E,122.9780°W,0.002°W,   0.008°,0.0000°,0.0329°,35800,35776,35777,2008-024A  
504,123.2092°W,HYLAS 1,37237,2010-11-26 00:00:00,CEL,FRGUI,UK,+,   0.8484°N,0.072°N,0.000°W,123.2540°W,0.010°E,   1.873°,0.0153°,0.0221°,35795,35779,35782,2010-065A  
77,123.9624°E,JCSAT-13,38331,2012-05-15 00:00:00,CEL,FRGUI,JPN,+,  -0.0211°S,0.000°S,0.000°W,124.0328°E,0.006°W,   0.045°,0.0000°,0.0344°,35801,35775,35788,2012-023A  
505,124.3134°W,USA 157 (MILSTAR-2 2),26715,2001-02-27 00:00:00,CEL,AFETR,US,+,  10.0067°N,0.001°N,0.039°E,124.5314°W,0.009°E,   9.998°,0.4365°,0.0185°,35795,35781,35781,2001-009A  
506,124.8807°W,AMC-21,33275,2008-08-14 00:00:00,CEL,FRGUI,SES,+,   0.0195°N,0.002°S,0.001°E,124.8743°W,0.002°E,   0.021°,0.0000°,0.0259°,35797,35778,35780,2008-038B  
76,124.8978°E,TIANTONG-1 2,46916,2020-11-12 00:00:00,CEL,XICLF,PRC,+,   3.9244°N,0.061°N,0.006°E,124.9961°E,0.004°E,   4.172°,0.0760°,0.0408°,35802,35772,35783,2020-082A  
75,124.9572°E,BEIDOU 8,37384,2011-04-09 00:00:00,CEL,XICLF,PRC,+, -53.1004°S,1.463°N,0.821°E, 91.2836°E,0.267°E,  60.266°,15.8605°,0.2031°,35864,35715,35814,2011-013A  
507,124.9972°W,GALAXY 30 (G-30),46114,2020-08-15 00:00:00,CEL,FRGUI,US,+,  -0.0099°S,0.001°N,0.001°E,124.9951°W,0.002°E,   0.001°,0.0000°,0.0226°,35796,35779,35779,2020-056C  
74,125.1053°E,CHINASAT 6C (ZX 6C),44067,2019-03-09 00:00:00,CEL,XICLF,PRC,+,  -0.0285°S,0.000°N,0.000°E,125.0147°E,0.007°E,   0.051°,0.0000°,0.0454°,35804,35770,35782,2019-012A  
73,127.0407°E,QZS-3 (MICHIBIKI-3),42917,2017-08-19 00:00:00,CEL,TANSC,JPN,+,   0.0053°N,0.002°S,0.000°E,127.0742°E,0.004°W,   0.057°,0.0000°,0.0179°,35794,35781,35784,2017-048A  
508,127.0514°W,GALAXY 13,27954,2003-10-01 00:00:00,CEL,SEAL ,US,+,   0.0055°N,0.001°N,0.000°E,127.0453°W,0.004°W,   0.051°,0.0000°,0.0194°,35795,35781,35786,2003-044A  
509,127.9843°W,GOES 15,36411,2010-03-04 00:00:00,CEL,AFETR,US,B,   0.0492°N,0.010°N,0.000°E,127.9896°W,0.029°W,   0.251°,0.0003°,0.0180°,35797,35783,35782,2010-008A  
72,127.9870°E,JCSAT-3A,29272,2006-08-11 00:00:00,CEL,FRGUI,JPN,+,   0.0017°N,0.001°N,0.000°E,128.0209°E,0.000°E,   0.019°,0.0000°,0.0243°,35796,35779,35784,2006-033A  
71,128.0458°E,COSMOS 2526,43432,2018-04-18 00:00:00,CEL,TYMSC,CIS,+,   0.0002°N,0.000°N,0.000°W,128.0529°E,0.010°W,   0.013°,0.0000°,0.0012°,35789,35788,35787,2018-037A  
70,128.1340°E,COMS 1,36744,2010-06-26 00:00:00,CEL,FRGUI,SKOR,+,  -0.9987°S,0.006°N,0.001°E,128.1369°E,0.002°W,   1.019°,0.0045°,0.0081°,35791,35785,35784,2010-032A  
69,128.2324°E,GEO-KOMPSAT-2A,43823,2018-12-04 00:00:00,CEL,FRGUI,SKOR,+,  -0.0214°S,0.000°N,0.000°E,128.2621°E,0.003°W,   0.045°,0.0000°,0.0220°,35796,35780,35784,2018-100A  
68,128.2654°E,GEO-KOMPSAT-2B,45246,2020-02-18 00:00:00,CEL,FRGUI,SKOR,+,   0.0299°N,0.001°N,0.000°E,128.2516°E,0.008°W,   0.013°,0.0000°,0.0091°,35792,35785,35785,2020-013B  
67,128.4486°E,LAOSAT 1,41034,2015-11-20 00:00:00,CEL,XICLF,LAOS,+,  -0.0031°S,0.000°S,0.001°E,128.4568°E,0.013°W,   0.021°,0.0000°,0.0232°,35797,35780,35780,2015-067A  
510,128.8366°W,CIEL-2,33453,2008-12-10 00:00:00,CEL,TYMSC,CA,+,   0.0072°N,0.000°S,0.001°E,128.8772°W,0.003°E,   0.006°,0.0000°,0.0322°,35799,35776,35776,2008-063A  
511,129.0270°W,GALAXY 12 (G-12),27715,2003-04-09 00:00:00,CEL,FRGUI,ITSO,S,   1.4008°N,0.125°N,0.001°W,129.0364°W,0.008°E,   3.228°,0.0455°,0.0263°,35797,35777,35776,2003-013B  
512,129.1410°W,SES-15,42709,2017-05-18 00:00:00,CEL,FRGUI,SES,+,   0.0311°N,0.001°S,0.000°W,129.1422°W,0.000°E,   0.023°,0.0000°,0.0042°,35789,35786,35787,2017-026A  
66,129.3508°E,IRNSS-1G,41469,2016-04-28 00:00:00,CEL,SRILR,IND,+,  -0.9772°S,0.079°S,0.001°W,129.5231°E,0.020°W,   2.093°,0.0191°,0.0796°,35818,35760,35787,2016-027A  
65,129.8666°E,CHINASAT 1A (ZX 1A),37804,2011-09-17 00:00:00,CEL,XICLF,PRC,+,   0.0367°N,0.001°N,0.001°E,129.8430°E,0.002°E,   0.021°,0.0000°,0.0197°,35795,35780,35779,2011-047A  
64,130.0013°E,CHINASAT 2D (ZX 2D),43920,2019-01-10 00:00:00,CEL,XICLF,PRC,+,   0.0231°N,0.000°N,0.000°E,130.0227°E,0.006°E,   0.016°,0.0000°,0.0160°,35793,35781,35783,2019-001A  
63,130.1304°E,CHINASAT 1D (ZX 1D),49505,2021-11-26 00:00:00,CEL,XICLF,PRC,+,   1.5380°N,0.002°S,0.001°E,130.1722°E,0.001°W,   1.518°,0.0101°,0.0361°,35801,35774,35787,2021-114A  
513,130.2861°W,USA 167,27691,2003-03-11 00:00:00,CEL,AFETR,US,+,   6.5987°N,0.193°N,0.011°E,129.9590°W,0.014°E,   8.008°,0.2800°,0.0330°,35799,35775,35775,2003-008A  
514,130.9807°W,AMC-11 (GE-11),28252,2004-05-19 00:00:00,CEL,AFETR,SES,+,   0.0297°N,0.001°S,0.001°E,130.9678°W,0.005°W,   0.022°,0.0000°,0.0263°,35798,35778,35780,2004-017A  
515,131.0019°W,AMC-1 (GE-1),24315,1996-09-08 00:00:00,CEL,AFETR,SES,+,   3.2931°N,0.194°N,0.002°W,130.9332°W,0.000°W,   5.585°,0.1362°,0.0364°,35801,35774,35776,1996-054A  
62,131.8279°E,VINASAT-2,38332,2012-05-15 00:00:00,CEL,FRGUI,VTNM,+,   0.0129°N,0.001°N,0.000°E,131.8692°E,0.001°E,   0.017°,0.0000°,0.0238°,35796,35779,35782,2012-023B  
61,131.9496°E,VINASAT-1,32767,2008-04-18 00:00:00,CEL,FRGUI,VTNM,+,   0.0170°N,0.001°N,0.000°E,131.9733°E,0.006°E,   0.014°,0.0000°,0.0145°,35792,35782,35784,2008-018A  
60,132.0555°E,JCSAT-5A,29045,2006-04-12 00:00:00,CEL,SEAL ,JPN,+,  -0.0360°S,0.000°N,0.001°E,132.0715°E,0.000°E,   0.059°,0.0000°,0.0189°,35794,35781,35780,2006-010A  
59,132.0776°E,JCSAT-12 (JCSAT-RA),35755,2009-08-21 00:00:00,CEL,FRGUI,JPN,+,   0.0260°N,0.001°N,0.000°E,132.0619°E,0.000°E,   0.011°,0.0000°,0.0088°,35791,35784,35784,2009-044A  
58,132.7300°E,FENGYUN 4B,48808,2021-06-02 00:00:00,CEL,XICLF,PRC,+,   0.0958°N,0.001°N,0.000°W,132.7872°E,0.039°W,   0.080°,0.0000°,0.0017°,35791,35790,35789,2021-047A  
516,132.9046°W,EUTELSAT 133 WEST A,26719,2001-03-08 00:00:00,CEL,FRGUI,EUTE,+,   1.5277°N,0.144°N,0.002°W,132.7822°W,0.005°W,   3.670°,0.0588°,0.0273°,35798,35778,35776,2001-011A  
517,132.9828°W,GALAXY 15 (G-15),28884,2005-10-13 00:00:00,CEL,FRGUI,ITSO,P,   0.0227°N,0.002°S,0.000°E,132.9786°W,0.001°W,   0.019°,0.0000°,0.0189°,35795,35781,35782,2005-041A  
57,133.9360°E,APSTAR 6C,43450,2018-05-03 00:00:00,CEL,XICLF,PRC,+,   0.0229°N,0.000°N,0.000°W,133.9893°E,0.015°W,   0.014°,0.0000°,0.0137°,35793,35783,35790,2018-041A  
56,133.9914°E,APSTAR 6D,45863,2020-07-09 00:00:00,CEL,XICLF,PRC,+,  -0.0436°S,0.001°N,0.001°E,134.0474°E,0.002°W,   0.066°,0.0000°,0.0325°,35800,35776,35779,2020-045A  
